entry,top year,ranking,artist,track,release year,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity
378,2013,79,Eminem,Berzerk,2013-11-05,"['detroit hip hop', 'hip hop', 'rap']",0.739,0.872,-4.059,0.333,0.0217,0,0.26,0.684,95.084,11,0,238746,64.0
379,2013,80,Pitbull,Don't Stop the Party (feat. TJR),2012,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.722,0.958,-3.617,0.0912,0.00726,0,0.375,0.952,127.008,4,1,206120,64.0
380,2013,81,Taylor Swift,Everything Has Changed,2012-10-22,['pop'],0.624,0.458,-6.755,0.0287,0.36,3.89E-06,0.311,0.436,80.016,6,1,245413,64.0
381,2013,82,Ciara,Body Party,2013-07-05,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",0.577,0.576,-6.299,0.0563,0.0143,0,0.602,0.12,133.973,2,1,234040,63.0
382,2013,83,Ylvis,The Fox (What Does the Fox Say?),2013-09-02,['comic'],0.703,0.867,-4.292,0.0453,0.107,0,0.119,0.546,128.008,6,1,213708,62.0
383,2013,84,The 1975,Chocolate,2013-01-01,"['modern alternative rock', 'modern rock', 'pop', 'rock']",0.591,0.94,-4.341,0.0522,0.00391,0,0.383,0.676,100.043,11,1,224640,62.0
384,2013,85,JAY-Z,Holy Grail,2013-07-04,"['east coast hip hop', 'hip hop', 'rap']",0.676,0.534,-6.901,0.0831,0.0594,8.59E-06,0.256,0.156,145.082,2,0,338413,62.0
385,2013,86,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",Same Love (feat. Mary Lambert),2012-10-09,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",0.688,0.473,-9.059,0.167,0.716,4.46E-05,0.104,0.299,84.958,8,1,318525,61.0
386,2013,87,Maroon 5,Daylight,2012-01-01,['pop'],0.657,0.679,-5.511,0.0269,0.00246,0,0.211,0.331,120.007,2,1,225307,61.0
387,2013,88,Chris Brown,Fine China,2014-09-16,"['dance pop', 'r&b']",0.654,0.731,-4.767,0.0568,0.0419,0,0.122,0.59,104.002,10,0,213200,61.0
388,2013,89,Martin Garrix,Animals - Radio Edit,2016-12-16,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,1,1,176120,60.0
389,2013,90,Wale,Bad (feat. Rihanna) - Remix,2013-06-25,"['gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",0.807,0.702,-6.594,0.0748,0.307,0,0.111,0.447,114.038,6,0,238827,60.0
390,2013,91,Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.665,0.886,-4.175,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,9,0,240347,60.0
391,2013,92,Bastille,Of The Night,2013-01-01,"['metropopolis', 'modern rock', 'pop', 'pop rock', 'tropical house']",0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.089,0.349,125.01,5,0,214206,59.0
392,2013,93,Jason Derulo,The Other Side,2013-09-10,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.561,0.836,-3.939,0.1,0.0525,0,0.136,0.517,127.923,9,1,226987,59.0
393,2013,94,Christina Perri,human,2013-11-18,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",0.439,0.489,-6.286,0.0368,0.132,0.000643,0.114,0.253,143.808,8,1,250707,58.0
394,2013,95,David Guetta,Play Hard (feat. Ne-Yo & Akon),2011-08-24,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.691,0.921,-1.702,0.0535,0.174,0,0.331,0.802,130.072,8,0,201000,58.0
395,2013,96,Duke Dumont,Need U (100%) (feat. A*M*E) - Radio Edit,2013-03-29,"['dance pop', 'destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",0.67,0.848,-5.103,0.0538,0.00172,0.00168,0.385,0.457,124.031,0,0,174122,58.0
396,2013,97,Olly Murs,Dear Darlin',2012-11-26,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.512,0.828,-4.672,0.0454,0.00627,8.73E-06,0.119,0.34,124.021,11,0,206373,58.0
397,2013,98,Katy Perry,This Is How We Do,2013-10-18,"['dance pop', 'pop']",0.69,0.636,-6.028,0.0457,0.0203,0,0.147,0.8,96.0,9,0,204285,57.0
398,2013,99,Florida Georgia Line,Cruise,2012-01-01,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.457,0.948,-3.364,0.0354,0.0191,0,0.0536,0.878,148.0,10,1,208960,57.0
399,2013,100,CHVRCHES,The Mother We Share,2013-09-20,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",0.45,0.677,-6.428,0.0313,0.0319,3.02E-06,0.126,0.324,174.027,1,1,191294,56.0
400,2014,1,Pharrell Williams,"Happy - From ""Despicable Me 2""",2014-03-03,"['dance pop', 'hip hop', 'pop', 'pop rap']",0.647,0.822,-4.662,0.183,0.219,0,0.0908,0.962,160.019,5,0,232720,79.0
401,2014,2,Katy Perry,Dark Horse,2013-01-01,"['dance pop', 'pop']",0.647,0.585,-6.123,0.0512,0.00314,0,0.165,0.353,131.934,6,1,215672,78.0
402,2014,3,One Direction,Night Changes,2014-11-17,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.672,0.52,-7.747,0.0353,0.859,0,0.115,0.37,120.001,8,1,226600,86.0
403,2014,4,Iggy Azalea,Fancy,2014-01-01,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",0.912,0.716,-4.141,0.0697,0.0904,0,0.0491,0.377,94.981,10,0,199938,66.0
404,2014,5,Sam Smith,I'm Not The Only One,2014-05-26,"['pop', 'uk pop']",0.677,0.485,-5.795,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,5,1,239317,84.0
405,2014,6,Sam Smith,Stay With Me,2014-05-26,"['pop', 'uk pop']",0.418,0.42,-6.444,0.0414,0.588,6.39E-05,0.11,0.184,84.094,0,1,172724,82.0
406,2014,7,MAGIC!,Rude,2014-06-25,['reggae fusion'],0.773,0.758,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,1,1,224840,79.0
407,2014,8,Sia,Chandelier,2015-05-04,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.399,0.787,-2.88,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,1,1,216120,68.0
408,2014,9,John Legend,All of Me,2013-08-30,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",0.422,0.264,-7.064,0.0322,0.922,0,0.132,0.331,119.93,8,1,269560,83.0
409,2014,10,Ed Sheeran,Photograph,2014-06-21,"['pop', 'uk pop']",0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,1,258987,83.0
410,2014,11,Meghan Trainor,All About That Bass,2015-01-09,"['dance pop', 'hip pop', 'pop']",0.807,0.887,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,9,1,187920,73.0
411,2014,12,Maroon 5,Maps,2014-09-02,['pop'],0.742,0.713,-5.522,0.0303,0.0205,0,0.059,0.879,120.032,1,0,189960,82.0
412,2014,13,Coldplay,A Sky Full of Stars,2014-05-19,"['permanent wave', 'pop']",0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,6,1,267867,82.0
413,2014,14,Paloma Faith,Only Love Can Hurt Like This,2014-03-10,"['british soul', 'dance pop']",0.566,0.885,-4.528,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,8,1,232893,82.0
414,2014,15,One Direction,Story of My Life,2013-11-25,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.6,0.663,-5.802,0.0477,0.225,0,0.119,0.286,121.07,3,1,245493,81.0
415,2014,16,Pitbull,Timber (feat. Ke$ha),2012,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.581,0.963,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,11,1,204160,80.0
416,2014,17,Maroon 5,Sugar,2014-09-02,['pop'],0.748,0.788,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,1,1,235493,80.0
417,2014,18,Ed Sheeran,Thinking out Loud,2014-06-21,"['pop', 'uk pop']",0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,78.998,2,1,281560,81.0
418,2014,19,Calvin Harris,Summer,2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,0,222533,79.0
419,2014,20,MKTO,Classic,2012,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071,1,1,175427,79.0
420,2014,21,Vance Joy,Riptide,2014-09-09,"['folk-pop', 'pop']",0.484,0.731,-6.694,0.0379,0.431,0,0.151,0.51,101.654,1,1,204280,79.0
421,2014,22,Ariana Grande,Love Me Harder,2014-08-25,"['dance pop', 'pop']",0.472,0.714,-4.389,0.0334,0.00937,0,0.0764,0.24,98.992,1,0,236133,78.0
422,2014,23,Maroon 5,Animals,2014-09-02,['pop'],0.279,0.742,-6.46,0.0898,0.000185,0,0.593,0.328,189.868,4,0,231013,79.0
423,2014,24,One Direction,Steal My Girl,2014-11-17,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.536,0.768,-5.948,0.0347,0.00433,0,0.114,0.545,77.217,10,0,228133,78.0
424,2014,25,George Ezra,Budapest,2014-06-30,"['folk-pop', 'neo-singer-songwriter']",0.717,0.455,-8.303,0.0276,0.0846,0,0.11,0.389,127.812,5,1,200733,78.0
425,2014,26,American Authors,Best Day Of My Life,2014-01-01,"['indie poptimism', 'modern rock', 'pop rock']",0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,2,1,194240,77.0
426,2014,27,Jessie J,Bang Bang,2014-10-14,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.706,0.786,-3.417,0.091,0.26,0,0.38,0.751,150.028,0,0,199387,77.0
427,2014,28,Avicii,Hey Brother,2013-01-01,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.545,0.78,-4.867,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,7,0,255093,76.0
428,2014,29,Rixton,Me And My Broken Heart,2014-01-01,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",0.545,0.783,-4.261,0.0345,0.00489,0,0.132,0.551,174.084,5,0,193733,76.0
429,2014,30,OneRepublic,Counting Stars,2014-01-01,"['piano rock', 'pop']",0.664,0.705,-4.972,0.0382,0.0654,0,0.115,0.477,122.017,1,0,257840,76.0
430,2014,31,"Mr. Probz, Robin Schulz",Waves - Robin Schulz Radio Edit,2014-02-07,"['dutch hip hop', 'tropical house']",0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,0.45,119.994,5,0,208133,75.0
431,2014,32,Ariana Grande,Break Free,2014-08-25,"['dance pop', 'pop']",0.687,0.702,-5.324,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,7,0,214840,75.0
432,2014,33,Calvin Harris,Blame (feat. John Newman),2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,0,0,212960,75.0
433,2014,34,Nico & Vinz,Am I Wrong,2014,['pop rap'],0.729,0.675,-6.003,0.0312,0.175,1.58E-06,0.55,0.779,119.968,8,1,245867,75.0
434,2014,35,Lorde,Team,2013-09-27,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.69,0.578,-7.436,0.0929,0.167,0,0.305,0.416,99.961,6,1,193059,75.0
435,2014,36,ScHoolboy Q,Collard Greens,2014-01-01,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.825,0.575,-4.87,0.0633,0.025,9.94E-06,0.205,0.65,153.954,11,1,299960,75.0
436,2014,37,Becky G,Shower,2014-04-23,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",0.699,0.529,-7.548,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,2,1,206167,74.0
437,2014,38,Various Artists,"Let It Go - From ""Frozen""/Soundtrack Version",2013-01-01,"['hollywood', 'show tunes']",0.543,0.485,-6.85,0.0305,0.558,0,0.12,0.371,136.961,8,1,223840,74.0
438,2014,39,Ariana Grande,Problem,2014-08-25,"['dance pop', 'pop']",0.66,0.805,-5.352,0.153,0.0192,8.83E-06,0.159,0.625,103.008,1,0,193920,74.0
439,2014,40,Labrinth,Jealous,2014-11-23,"['indie poptimism', 'pop']",0.439,0.153,-8.95,0.0479,0.874,0,0.107,0.104,116.76,1,1,287693,74.0
440,2014,41,Alex & Sierra,Little Do You Know,2014-10-06,"['neo mellow', 'pop', 'post-teen pop', 'viral pop']",0.5,0.292,-8.554,0.0323,0.746,0,0.188,0.37,145.879,0,1,185200,73.0
441,2014,42,Taylor Swift,Shake It Off,2014-10-27,['pop'],0.647,0.785,-5.414,0.165,0.0561,0,0.148,0.943,160.015,7,1,219200,72.0
442,2014,43,Calvin Harris,Under Control (feat. Hurts),2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,8,1,184280,72.0
443,2014,44,Chris Brown,Loyal (feat. Lil Wayne & Tyga),2014-09-16,"['dance pop', 'r&b']",0.841,0.522,-5.963,0.049,0.0168,1.37E-06,0.188,0.616,99.059,10,0,264947,72.0
444,2014,45,Echosmith,Cool Kids,2013-10-04,"['indie poptimism', 'pop rock']",0.719,0.671,-6.279,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,8,1,237627,72.0
445,2014,46,The Script,Superheroes,2014-09-15,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",0.49,0.885,-4.121,0.0396,0.00218,0,0.0741,0.64,166.996,3,1,245467,72.0
446,2014,47,"Lilly Wood and The Prick, Robin Schulz",Prayer in C - Robin Schulz Radio Edit,2014-05-16,"['french indie pop', 'french rock']",0.763,0.875,-5.797,0.0262,0.024,5.41E-06,0.599,0.8,123.013,9,0,189413,72.0
447,2014,48,Milky Chance,Stolen Dance,2014-06-20,['german pop'],0.885,0.581,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,11,1,313684,72.0
448,2014,49,Paramore,Ain't It Fun,2013-04-05,"['candy pop', 'pixie', 'pop emo', 'pop punk']",0.61,0.893,-3.681,0.0921,0.154,4.41E-05,0.021,0.673,104.031,9,1,296520,72.0
449,2014,50,Jeremih,Don't Tell 'Em,2015-12-04,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.856,0.527,-5.225,0.0997,0.392,0,0.11,0.386,98.052,2,1,266840,71.0
450,2014,51,A Great Big World,Say Something,2014-01-20,"['neo mellow', 'piano rock', 'pop rock']",0.407,0.147,-8.822,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,2,1,229400,71.0
451,2014,52,Coldplay,Magic,2014-05-19,"['permanent wave', 'pop']",0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,6,0,285014,71.0
452,2014,53,Beyoncé,Drunk in Love (feat. Jay-Z),2014-11-24,"['dance pop', 'pop', 'r&b']",0.583,0.621,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,5,0,323480,71.0
453,2014,54,Tove Lo,Habits (Stay High),2014-01-01,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.729,0.65,-3.539,0.0313,0.0702,6.69E-05,0.0829,0.347,110.02,5,1,209160,71.0
454,2014,55,Route 94,My Love (feat. Jess Glynne),2014-02-28,"['deep groove house', 'house', 'pop dance', 'uk dance']",0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,8,1,259934,71.0
455,2014,56,Tinashe,2 On (feat. ScHoolboy Q),2014-10-01,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",0.742,0.595,-7.51,0.107,0.15,0,0.111,0.431,101.013,9,1,227000,71.0
456,2014,57,Clean Bandit,Rather Be (feat. Jess Glynne),2014-01-17,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0.799,0.586,-6.735,0.0377,0.162,2.03E-06,0.193,0.549,120.97,11,1,227833,71.0
457,2014,58,Ed Sheeran,Don't,2014-06-21,"['pop', 'uk pop']",0.806,0.608,-7.008,0.0659,0.0113,0,0.635,0.849,95.049,1,1,219840,70.0
458,2014,59,Bobby Shmurda,Hot N*gga,2014-07-25,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.794,0.51,-7.314,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,9,1,194561,70.0
459,2014,60,5 Seconds of Summer,She Looks So Perfect,2014-06-27,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.494,0.951,-4.237,0.132,0.000569,0,0.327,0.441,160.025,9,1,202496,70.0
460,2014,61,Ellie Goulding,Burn,2012-10-12,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.555,0.772,-5.007,0.0523,0.315,0,0.105,0.346,86.921,1,1,231213,69.0
461,2014,62,ScHoolboy Q,Man Of The Year,2014-01-01,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.749,0.865,-5.228,0.0413,0.00536,0,0.198,0.371,111.914,3,1,216013,69.0
462,2014,63,Disclosure,Latch,2013-06-03,"['edm', 'house', 'pop', 'uk dance']",0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,1,1,255867,69.0
463,2014,64,"DJ Snake, Lil Jon",Turn Down for What,2013-12-18,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,1,0,213733,69.0
464,2014,65,Chris Brown,New Flame (feat. Usher & Rick Ross),2014-09-16,"['dance pop', 'r&b']",0.702,0.629,-4.292,0.041,0.0506,0,0.0963,0.446,141.967,1,1,244227,68.0
465,2014,66,Kid Ink,Show Me (feat. Chris Brown),2014-01-06,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.711,0.508,-7.299,0.0502,0.0355,0,0.141,0.663,98.098,7,1,217800,68.0
466,2014,67,George Ezra,Blame It on Me,2014-06-30,"['folk-pop', 'neo-singer-songwriter']",0.537,0.757,-3.374,0.0274,0.473,0,0.341,0.421,103.882,3,1,196400,67.0
467,2014,68,Ed Sheeran,Sing,2014-06-21,"['pop', 'uk pop']",0.818,0.67,-4.451,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,8,0,235382,68.0
468,2014,69,Olly Murs,Up (feat. Demi Lovato),2014-11-24,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.692,0.831,-5.389,0.034,0.0146,0,0.103,0.676,114.972,9,1,224294,67.0
469,2014,70,Enrique Iglesias,Bailando - Spanish Version,2014-01-01,"['latin pop', 'mexican pop']",0.723,0.777,-3.503,0.108,0.0426,3.68E-06,0.0451,0.961,91.017,7,1,243413,67.0
470,2014,71,"Oliver Heldens, Becky Hill",Gecko (Overdrive) - Radio Edit,2014-06-03,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",0.609,0.885,-5.469,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,0,1,165441,66.0
471,2014,72,"DJ Snake, AlunaGeorge",You Know You Like It,2014-10-14,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.407,0.725,-5.346,0.188,0.0141,2.46E-06,0.306,0.247,196.093,5,0,247267,67.0
472,2014,73,Natalie La Rose,Somebody,2014-01-06,[‘r&b’],0.83,0.52,-8.714,0.0376,0.000792,1.25E-05,0.0656,0.735,104.99,0,1,189907,65.0
473,2014,74,Sia,Elastic Heart,2015-05-04,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.421,0.791,-4.998,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,9,1,257200,65.0
474,2014,75,Tove Lo,Talking Body,2014-09-24,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.736,0.761,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,4,0,238427,65.0
475,2014,76,Cold War Kids,First,2014-10-31,"['alternative rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",0.468,0.692,-4.015,0.0295,0.0202,2.39E-06,0.523,0.561,78.009,2,1,200360,65.0
476,2014,77,Tiësto,Red Lights,2014-06-13,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",0.654,0.83,-4.801,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,10,1,262200,65.0
477,2014,78,Nicki Minaj,Anaconda,2014-12-15,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.964,0.605,-6.223,0.179,0.0668,7.78E-06,0.214,0.646,129.994,9,1,260240,65.0
478,2014,79,Jason Derulo,Talk Dirty (feat. 2 Chainz),2013-09-10,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.76,0.652,-7.321,0.232,0.0348,0,0.307,0.759,100.315,6,1,177685,64.0
479,2014,80,Sheppard,Geronimo,2015-03-10,"['australian indie', 'australian pop', 'folk-pop', 'pop', 'pop rock']",0.705,0.78,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028,7,1,218228,64.0
480,2014,81,Beyoncé,XO,2014-11-24,"['dance pop', 'pop', 'r&b']",0.47,0.793,-8.929,0.26,0.164,1.31E-06,0.313,0.216,170.1,0,1,215947,64.0
481,2014,82,Nick Jonas,Jealous - Remix,2015-11-20,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.684,0.71,-3.614,0.0779,0.0132,0,0.444,0.451,93.007,11,0,222187,64.0
482,2014,83,Iggy Azalea,Black Widow,2014-01-01,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,11,1,209423,64.0
483,2014,84,Rita Ora,I Will Never Let You Down,2014-03-31,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",0.753,0.801,-3.215,0.0296,0.403,0,0.128,0.794,128.011,4,1,203467,63.0
484,2014,85,Taylor Swift,Style,2014-10-27,['pop'],0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,7,1,231000,63.0
485,2014,86,Sam Smith,Money On My Mind,2014-05-26,"['pop', 'uk pop']",0.688,0.841,-5.217,0.179,0.204,0.000295,0.229,0.743,133.912,2,1,192670,63.0
486,2014,87,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2012,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']",0.596,0.738,-3.109,0.0411,0.109,0,0.0947,0.461,127.961,8,1,217347,63.0
487,2014,88,Kiesza,Hideaway,2014-10-21,"['electropop', 'pop edm']",0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993,7,0,251987,63.0
488,2014,89,G.R.L.,Ugly Heart,2014-07-29,"['dance pop', 'girl group', 'pop', 'post-teen pop']",0.65,0.786,-5.488,0.0463,0.019,0,0.323,0.446,124.96,9,1,198307,63.0
489,2014,90,OneRepublic,Love Runs Out,2014-01-01,"['piano rock', 'pop']",0.719,0.935,-3.752,0.0589,0.167,0,0.0973,0.738,120.022,7,1,224227,62.0
490,2014,91,The Chainsmokers,#SELFIE,2014-01-01,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.789,0.916,-3.262,0.249,0.0135,8.09E-06,0.077,0.658,127.956,0,1,183750,62.0
491,2014,92,Jason Derulo,Trumpets,2013-09-10,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.635,0.691,-4.862,0.258,0.555,0,0.097,0.638,82.142,0,1,217419,62.0
492,2014,93,Trey Songz,Na Na,2015-06-23,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'urban contemporary']",0.67,0.476,-6.253,0.0406,0.328,0,0.104,0.235,96.975,9,0,231907,61.0
493,2014,94,5 Seconds of Summer,Amnesia,2014-06-27,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.572,0.499,-5.237,0.0311,0.0283,0,0.213,0.108,101.593,2,1,237248,61.0
494,2014,95,Selena Gomez,The Heart Wants What It Wants,2014-11-24,"['dance pop', 'pop', 'post-teen pop']",0.616,0.789,-4.874,0.0377,0.053,0,0.142,0.621,83.066,7,0,227360,61.0
495,2014,96,Tiësto,Wasted,2014-06-13,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",0.638,0.816,-5.503,0.0308,0.00149,0.00115,0.195,0.386,112.014,2,1,190014,60.0
496,2014,97,Olly Murs,Wrapped Up (feat. Travie McCoy),2014-11-24,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.787,0.837,-5.419,0.0556,0.0926,0,0.155,0.918,122.004,1,1,185629,60.0
497,2014,98,ZHU,Faded,2014-09-11,"['edm', 'electro house']",0.867,0.477,-7.183,0.049,0.00843,0.175,0.113,0.614,124.979,9,0,223480,59.0
498,2014,99,O.T. Genasis,CoCo,2014-11-10,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.886,0.628,-5.949,0.131,0.00215,1.15E-05,0.31,0.178,119.906,8,1,239574,59.0
